Name,Dominance,THC,CBD,Terpenes,Calm/Energize,Feelings,Helps,Negative,Join_name
Bio-Diesel,THC Dominant,15–19% THC,< 1% CBD,,0.3494,"['Euphoric 53%', 'Happy 52%', 'Relaxed 52%', 'Uplifted 46%', 'Energetic 32%']","['Stress 40%', 'Pain 28%', 'Depression 27%', 'Anxiety 21%', 'Lack of appetite 17%']","['Dry mouth 27%', 'Dry eyes 12%', 'Dizzy 6%', 'Paranoid 4%', 'Headache 4%']",bio-diesel
Harmonia,,,,,-0.6124,,,,harmonia
Arctic Sun,THC Dominant,,,,,,,,arctic sun
Bubba Cookies,THC Dominant,17–21% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Humulene']",,,,,bubba cookies
Lemon Haze,THC Dominant,16–19% THC,< 1% CBD,"['Terpinolene', 'Caryophyllene', 'Ocimene']",0.7893,"['Happy 66%', 'Uplifted 53%', 'Euphoric 52%', 'Energetic 45%', 'Relaxed 42%']","['Stress 33%', 'Depression 26%', 'Anxiety 24%', 'Pain 18%', 'Fatigue 11%']","['Dry mouth 37%', 'Dry eyes 18%', 'Dizzy 10%', 'Paranoid 10%', 'Anxious 6%']",lemon haze
Afwreck,THC Dominant,,,,0.7395,"['Euphoric 55%', 'Happy 48%', 'Uplifted 38%', 'Creative 32%', 'Relaxed 24%']","['Stress 41%', 'Anxiety 33%', 'Pain 31%', 'Depression 25%', 'Insomnia 23%']","['Dry mouth 36%', 'Dry eyes 23%', 'Dizzy 10%', 'Headache 8%', 'Paranoid 8%']",afwreck
Romulan Grapefruit,THC Dominant,17–18% THC,< 1% CBD,,-0.1143,"['Relaxed 32%', 'Euphoric 30%', 'Happy 30%', 'Uplifted 19%', 'Creative 17%']","['Pain 33%', 'Stress 32%', 'Anxiety 28%', 'Depression 21%', 'Insomnia 19%']","['Dry mouth 23%', 'Dry eyes 12%', 'Dizzy 8%', 'Headache 5%', 'Paranoid 5%']",romulan grapefruit
King Louis XIII,THC Dominant,18–21% THC,< 1% CBD,"['Limonene', 'Myrcene', 'Caryophyllene']",-0.9445,"['Relaxed 62%', 'Sleepy 50%', 'Happy 35%', 'Euphoric 32%', 'Hungry 28%']","['Insomnia 34%', 'Stress 34%', 'Pain 32%', 'Anxiety 25%', 'Depression 21%']","['Dry mouth 22%', 'Dry eyes 12%', 'Dizzy 5%', 'Paranoid 3%', 'Headache 2%']",king louis xiii
True Face,THC Dominant,,,,,,,,true face
Alaskan Ice,,,,,0.6509999999999999,"['Happy 69%', 'Euphoric 66%', 'Uplifted 54%', 'Relaxed 49%', 'Energetic 42%']","['Anxiety 45%', 'Stress 37%', 'Depression 35%', 'Pain 20%', 'Fatigue 16%']","['Dry mouth 30%', 'Dry eyes 13%', 'Dizzy 5%', 'Paranoid 5%', 'Headache 3%']",alaskan ice
Yoda's Brain,THC Dominant,,,,,,,,yoda's brain
Platinum Bubba Kush,THC Dominant,13–17% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",-0.7849,"['Relaxed 67%', 'Happy 56%', 'Euphoric 44%', 'Sleepy 44%', 'Hungry 34%']","['Stress 43%', 'Pain 37%', 'Insomnia 35%', 'Anxiety 32%', 'Depression 25%']","['Dry mouth 32%', 'Dry eyes 19%', 'Dizzy 7%', 'Headache 5%', 'Paranoid 3%']",platinum bubba kush
Grimace OG,THC Dominant,15–19% THC,< 1% CBD,,,,,,grimace og
Chemdog #4 x Alien OG Kush,THC Dominant,,,,0.7979999999999999,,,,chemdog #4 x alien og kush
Acid Dough,,,,,0.8149,,,,acid dough
Organic Diesel,THC Dominant,,,,0.7979999999999999,,,,organic diesel
Blue Knight,THC Dominant,,,,-0.8148,"['Relaxed 89%', 'Happy 47%', 'Uplifted 45%', 'Euphoric 42%', 'Sleepy 39%']","['Stress 45%', 'Pain 39%', 'Depression 32%', 'Anxiety 30%', 'Insomnia 29%']","['Dry mouth 22%', 'Dry eyes 13%', 'Headache 4%', 'Paranoid 2%', 'Anxious 1%']",blue knight
California Limes,THC Dominant,,,,,,,,california limes
Cali Gold,THC Dominant,,,,-0.0207,"['Happy 65%', 'Euphoric 62%', 'Relaxed 55%', 'Uplifted 50%', 'Hungry 37%']","['Depression 42%', 'Stress 40%', 'Anxiety 40%', 'Pain 37%', 'Headaches 25%']","['Paranoid 17%', 'Anxious 15%', 'Dry eyes 15%', 'Dry mouth 12%', 'Dizzy 5%']",cali gold
Critical Haze,THC Dominant,,,,-0.1861,"['Happy 70%', 'Relaxed 70%', 'Euphoric 48%', 'Uplifted 48%', 'Hungry 33%']","['Stress 35%', 'Depression 28%', 'Pain 18%', 'Lack of appetite 15%', 'Anxiety 13%']","['Dry mouth 35%', 'Dry eyes 18%', 'Paranoid 11%', 'Headache 6%', 'Dizzy 5%']",critical haze
Lime Green Skunk,THC Dominant,,,,0.8503,"['Happy 72%', 'Uplifted 72%', 'Euphoric 45%', 'Focused 36%', 'Relaxed 36%']","['Stress 50%', 'Anxiety 40%', 'Depression 36%', 'Insomnia 22%', 'Pain 22%']","['Dry mouth 22%', 'Dry eyes 18%', 'Paranoid 9%', 'Dizzy 4%']",lime green skunk
Eagle Bill,THC Dominant,,,,,,,,eagle bill
Whitaker Blues,THC Dominant,,,,,,,,whitaker blues
Purple Tears,THC Dominant,,,,,,,,purple tears
Kaia Kush,THC Dominant,,,,,,,,kaia kush
Black Lime Special Reserve,THC Dominant,14–20% THC,< 1% CBD,"['Myrcene', 'Pinene', 'Caryophyllene']",-0.6302,"['Relaxed 69%', 'Euphoric 57%', 'Happy 43%', 'Uplifted 31%', 'Sleepy 28%']","['Stress 36%', 'Depression 25%', 'Anxiety 22%', 'Pain 18%', 'Insomnia 17%']","['Dry mouth 18%', 'Dry eyes 12%', 'Anxious 2%', 'Headache 2%', 'Dizzy 1%']",black lime special reserve
Candyland,THC Dominant,16–21% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Humulene']",0.7717,"['Happy 62%', 'Uplifted 53%', 'Euphoric 50%', 'Relaxed 46%', 'Energetic 42%']","['Stress 30%', 'Depression 28%', 'Anxiety 21%', 'Pain 19%', 'Fatigue 16%']","['Dry mouth 21%', 'Dry eyes 13%', 'Anxious 5%', 'Dizzy 4%', 'Paranoid 3%']",candyland
OG Chem,THC Dominant,17–25% THC,< 1% CBD,,0.6727,"['Happy 59%', 'Euphoric 57%', 'Uplifted 50%', 'Relaxed 47%', 'Creative 45%']","['Stress 31%', 'Depression 23%', 'Pain 21%', 'Nausea 18%', 'Fatigue 17%']","['Dry mouth 23%', 'Dry eyes 16%', 'Dizzy 14%', 'Anxious 13%', 'Paranoid 7%']",og chem
Strawberry Ice,THC Dominant,16–18% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Humulene']",0.9691,"['Happy 71%', 'Focused 64%', 'Euphoric 57%', 'Uplifted 55%', 'Energetic 48%']","['Stress 42%', 'Depression 37%', 'Anxiety 24%', 'Fatigue 22%', 'Headaches 20%']","['Dry mouth 28%', 'Dizzy 8%', 'Dry eyes 8%', 'Paranoid 6%', 'Anxious 2%']",strawberry ice
Crazy Miss Hyde,THC Dominant,,,,0.8503,,,,crazy miss hyde
G13,THC Dominant,17–19% THC,< 1% CBD,"['Myrcene', 'Limonene', 'Caryophyllene']",-0.4077,"['Euphoric 57%', 'Relaxed 57%', 'Happy 56%', 'Uplifted 38%', 'Sleepy 33%']","['Stress 41%', 'Pain 32%', 'Anxiety 30%', 'Depression 25%', 'Insomnia 24%']","['Dry mouth 34%', 'Dry eyes 19%', 'Dizzy 8%', 'Paranoid 5%', 'Headache 4%']",g13
Critical Widow,THC Dominant,,,,0.1801,"['Uplifted 78%', 'Relaxed 75%', 'Euphoric 71%', 'Happy 64%', 'Sleepy 28%']","['Stress 42%', 'Pain 39%', 'Inflammation 35%', 'Depression 28%', 'Insomnia 25%']","['Dry mouth 21%', 'Dry eyes 17%', 'Dizzy 7%']",critical widow
Diesel Glue,THC Dominant,,,,,,,,diesel glue
Bogart,THC Dominant,,,,,,,,bogart
Purple Bush,THC Dominant,,,,,,,,purple bush
Lake of Fire,THC Dominant,,,,-0.3322,"['Relaxed 78%', 'Happy 62%', 'Euphoric 59%', 'Uplifted 50%', 'Creative 34%']","['Pain 59%', 'Stress 53%', 'Anxiety 46%', 'PTSD 34%', 'Depression 31%']","['Dry mouth 40%', 'Dry eyes 15%', 'Anxious 6%', 'Dizzy 6%']",lake of fire
Dutch Treat,THC Dominant,17–21% THC,< 1% CBD,"['Terpinolene', 'Myrcene', 'Ocimene']",0.2729,"['Euphoric 55%', 'Happy 54%', 'Relaxed 53%', 'Uplifted 46%', 'Creative 33%']","['Stress 38%', 'Anxiety 27%', 'Depression 24%', 'Pain 22%', 'Insomnia 11%']","['Dry mouth 25%', 'Dry eyes 14%', 'Dizzy 5%', 'Anxious 4%', 'Paranoid 4%']",dutch treat
Blue Magic,THC Dominant,,,,0.9413,,,,blue magic
Stardawg,THC Dominant,18–22% THC,< 1% CBD,"['Caryophyllene', 'Myrcene', 'Limonene']",0.3716,"['Happy 59%', 'Relaxed 51%', 'Euphoric 46%', 'Uplifted 44%', 'Focused 31%']","['Stress 27%', 'Depression 25%', 'Anxiety 22%', 'Pain 16%', 'Lack of appetite 13%']","['Dry mouth 29%', 'Dry eyes 13%', 'Dizzy 9%', 'Anxious 4%', 'Paranoid 2%']",stardawg
Tarmonster,THC Dominant,,,,,,,,tarmonster
Freezeland,THC Dominant,,,,-0.8721,"['Relaxed 68%', 'Happy 65%', 'Euphoric 53%', 'Creative 34%', 'Hungry 34%']","['Stress 50%', 'Depression 34%', 'Insomnia 21%', 'Fatigue 15%', 'Headaches 15%']","['Dry mouth 34%', 'Dry eyes 21%', 'Anxious 6%', 'Paranoid 6%', 'Headache 3%']",freezeland
Gummy Bears,THC Dominant,18–19% THC,< 1% CBD,,-0.2887,"['Relaxed 60%', 'Happy 53%', 'Euphoric 40%', 'Tingly 30%', 'Uplifted 30%']","['Anxiety 33%', 'Depression 30%', 'Stress 30%', 'ADD/ADHD 23%', 'PTSD 23%']","['Dry mouth 36%', 'Dizzy 10%', 'Dry eyes 10%', 'Paranoid 6%', 'Anxious 3%']",gummy bears
Orange Skunk,THC Dominant,,,,-0.1143,"['Happy 69%', 'Relaxed 46%', 'Hungry 34%', 'Euphoric 30%', 'Uplifted 30%']","['Stress 34%', 'Pain 26%', 'Depression 23%', 'Anxiety 19%', 'Headaches 15%']","['Dry eyes 26%', 'Dry mouth 19%', 'Anxious 3%', 'Headache 3%', 'Paranoid 3%']",orange skunk
Summer Breeze,THC Dominant,,,,,,,,summer breeze
Blackberry Fire,THC Dominant,16–18% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",,,,,blackberry fire
SFV OG Kush,THC Dominant,17–21% THC,< 1% CBD,,-0.843,"['Relaxed 76%', 'Euphoric 58%', 'Happy 46%', 'Sleepy 43%', 'Uplifted 30%']","['Pain 46%', 'Stress 43%', 'Insomnia 31%', 'Anxiety 30%', 'Depression 26%']","['Dry mouth 23%', 'Dry eyes 13%', 'Headache 5%', 'Dizzy 3%', 'Paranoid 3%']",sfv og kush
LA Confidential,THC Dominant,15–18% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",-0.7163,"['Relaxed 58%', 'Happy 48%', 'Euphoric 46%', 'Sleepy 41%', 'Uplifted 32%']","['Stress 42%', 'Pain 36%', 'Anxiety 31%', 'Insomnia 28%', 'Depression 23%']","['Dry mouth 29%', 'Dry eyes 18%', 'Dizzy 7%', 'Paranoid 6%', 'Headache 3%']",la confidential
Dutch Crunch,THC Dominant,,,,,,,,dutch crunch
Dutch Hawaiian,THC Dominant,15–20% THC,< 1% CBD,,0.9006,"['Happy 57%', 'Uplifted 54%', 'Euphoric 38%', 'Creative 35%', 'Energetic 34%']","['Stress 30%', 'Depression 22%', 'Anxiety 19%', 'Pain 17%', 'Fatigue 15%']","['Dry mouth 11%', 'Dry eyes 10%', 'Anxious 5%', 'Headache 4%', 'Dizzy 3%']",dutch hawaiian
Cherry Pie,THC Dominant,14–18% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Pinene']",0.1142,"['Relaxed 58%', 'Happy 58%', 'Euphoric 50%', 'Uplifted 43%', 'Creative 29%']","['Stress 35%', 'Depression 27%', 'Anxiety 24%', 'Pain 22%', 'Insomnia 14%']","['Dry mouth 26%', 'Dry eyes 14%', 'Dizzy 5%', 'Anxious 4%', 'Paranoid 4%']",cherry pie
Bananas,THC Dominant,18–23% THC,< 1% CBD,"['Limonene', 'Myrcene', 'Caryophyllene']",-0.6124,,,,bananas
Panama Punch,THC Dominant,,,,,,,,panama punch
Sour Sorbet,THC Dominant,17–19% THC,< 1% CBD,"['Limonene', 'Myrcene', 'Caryophyllene']",,,,,sour sorbet
Master Kush,THC Dominant,15–19% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",-0.6572,"['Relaxed 64%', 'Happy 50%', 'Euphoric 50%', 'Sleepy 39%', 'Uplifted 36%']","['Stress 41%', 'Pain 33%', 'Anxiety 32%', 'Insomnia 27%', 'Depression 24%']","['Dry mouth 35%', 'Dry eyes 22%', 'Dizzy 7%', 'Paranoid 7%', 'Headache 3%']",master kush
Silver Train,THC Dominant,,,,0.7638,,,,silver train
Purple Skunk,THC Dominant,,,,0.2921,"['Happy 46%', 'Relaxed 43%', 'Euphoric 37%', 'Uplifted 34%', 'Energetic 27%']","['Stress 25%', 'Pain 22%', 'Depression 19%', 'Lack of appetite 12%', 'Anxiety 12%']","['Dry mouth 25%', 'Dry eyes 18%', 'Dizzy 7%', 'Headache 7%', 'Anxious 6%']",purple skunk
Asian Fantasy,THC Dominant,,,,0.7738,"['Creative 58%', 'Happy 46%', 'Uplifted 46%', 'Energetic 41%', 'Euphoric 41%']","['Stress 39%', 'Depression 23%', 'Anxiety 20%', 'Pain 13%', 'Fatigue 11%']","['Dry mouth 18%', 'Dry eyes 11%', 'Dizzy 6%', 'Anxious 2%', 'Headache 2%']",asian fantasy
Medicine Woman,,,,,0.2269,"['Relaxed 61%', 'Happy 55%', 'Euphoric 50%', 'Uplifted 50%', 'Creative 33%']","['Pain 55%', 'Inflammation 27%', 'Cramps 22%', 'Depression 22%', 'Muscle spasms 22%']","['Dry mouth 22%', 'Anxious 11%', 'Dry eyes 5%', 'Paranoid 5%']",medicine woman
Dutch Queen,THC Dominant,,,,0.693,,,,dutch queen
Milky Way,THC Dominant,,,,,,,,milky way
Sumo Grande,THC Dominant,,,,,,,,sumo grande
Ogre Berry,THC Dominant,15–17% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Humulene']",,,,,ogre berry
Viper,THC Dominant,,,,0.9876,"['Happy 63%', 'Energetic 60%', 'Uplifted 50%', 'Creative 44%', 'Euphoric 42%']","['Depression 36%', 'Stress 34%', 'Fatigue 21%', 'Pain 18%', 'Headaches 13%']","['Dry mouth 21%', 'Dizzy 10%', 'Anxious 7%', 'Dry eyes 7%', 'Headache 5%']",viper
Ghost Cookies,THC Dominant,18–22% THC,< 1% CBD,,-0.583,"['Relaxed 66%', 'Happy 59%', 'Uplifted 48%', 'Euphoric 44%', 'Sleepy 40%']","['Anxiety 18%', 'PTSD 14%', 'Arthritis 11%', 'Asthma 7%', 'Epilepsy 7%']","['Dry eyes 18%', 'Dry mouth 14%', 'Anxious 7%', 'Dizzy 3%', 'Paranoid 3%']",ghost cookies
Yeti OG,THC Dominant,17–21% THC,< 1% CBD,,-0.9388,"['Relaxed 77%', 'Happy 44%', 'Sleepy 37%', 'Euphoric 35%', 'Hungry 31%']","['Stress 35%', 'Pain 26%', 'Depression 24%', 'Insomnia 24%', 'Anxiety 20%']","['Dry mouth 22%', 'Dry eyes 8%', 'Dizzy 4%', 'Headache 4%', 'Paranoid 4%']",yeti og
Moose and Lobsta,THC Dominant,19–24% THC,< 1% CBD,,0.9508,"['Happy 78%', 'Uplifted 73%', 'Energetic 66%', 'Euphoric 62%', 'Creative 51%']","['Stress 53%', 'Pain 48%', 'Depression 41%', 'Anxiety 39%', 'Inflammation 28%']","['Dry mouth 17%', 'Dry eyes 7%', 'Dizzy 5%', 'Headache 1%', 'Paranoid 1%']",moose and lobsta
Lamb's Bread,THC Dominant,15–18% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",0.9319,"['Happy 62%', 'Uplifted 59%', 'Euphoric 55%', 'Energetic 50%', 'Creative 47%']","['Stress 44%', 'Anxiety 37%', 'Depression 37%', 'Pain 18%', 'Fatigue 17%']","['Dry mouth 28%', 'Dry eyes 16%', 'Paranoid 3%', 'Anxious 3%', 'Dizzy 2%']",lamb's bread
Secret Garden OG,THC Dominant,,,,,,,,secret garden og
Somango,THC Dominant,16–21% THC,< 1% CBD,,-0.7373,"['Relaxed 70%', 'Happy 49%', 'Focused 35%', 'Uplifted 26%', 'Sleepy 25%']","['Stress 31%', 'Insomnia 26%', 'Pain 26%', 'Anxiety 20%', 'Depression 19%']","['Dry mouth 17%', 'Dry eyes 16%', 'Dizzy 3%', 'Headache 3%', 'Anxious 1%']",somango
Firewalker OG,THC Dominant,19–21% THC,< 1% CBD,"['Myrcene', 'Limonene', 'Caryophyllene']",0.4882,"['Relaxed 60%', 'Happy 57%', 'Uplifted 53%', 'Euphoric 42%', 'Energetic 39%']","['Stress 53%', 'Pain 46%', 'Depression 39%', 'Anxiety 32%', 'Headaches 17%']","['Dry eyes 32%', 'Dry mouth 17%', 'Headache 17%', 'Anxious 7%', 'Dizzy 3%']",firewalker og
Go Time,THC Dominant,,,,,,,,go time
Alien Walker,THC Dominant,17–20% THC,< 1% CBD,"['Myrcene', 'Pinene', 'Limonene']",-0.2688,"['Relaxed 70%', 'Happy 61%', 'Euphoric 51%', 'Uplifted 45%', 'Creative 40%']","['Stress 39%', 'Pain 30%', 'Depression 26%', 'Insomnia 22%', 'Anxiety 19%']","['Dry mouth 20%', 'Dry eyes 8%', 'Anxious 4%', 'Dizzy 1%', 'Headache 1%']",alien walker
Hell's OG,THC Dominant,21–23% THC,< 1% CBD,"['Myrcene', 'Limonene', 'Caryophyllene']",-0.8637,"['Relaxed 77%', 'Euphoric 47%', 'Happy 45%', 'Sleepy 38%', 'Hungry 27%']","['Stress 36%', 'Pain 33%', 'Anxiety 30%', 'Insomnia 27%', 'Depression 24%']","['Dry mouth 22%', 'Dry eyes 11%', 'Anxious 5%', 'Dizzy 3%', 'Headache 3%']",hell's og
Strawberry Banana,THC Dominant,18–23% THC,< 1% CBD,"['Limonene', 'Myrcene', 'Caryophyllene']",-0.3155,"['Relaxed 55%', 'Happy 49%', 'Euphoric 41%', 'Uplifted 33%', 'Creative 22%']","['Stress 24%', 'Anxiety 19%', 'Depression 18%', 'Pain 16%', 'Insomnia 13%']","['Dry mouth 17%', 'Dry eyes 13%', 'Anxious 3%', 'Dizzy 3%', 'Paranoid 2%']",strawberry banana
Purps OG,THC Dominant,14–19% THC,< 1% CBD,"['Myrcene', 'Pinene', 'Caryophyllene']",,,,,purps og
Super Snow Dog,THC Dominant,,,,0.8728,"['Happy 53%', 'Uplifted 53%', 'Creative 45%', 'Energetic 45%', 'Euphoric 45%']","['Stress 41%', 'Depression 40%', 'Anxiety 32%', 'Pain 24%', 'Fatigue 20%']","['Dry mouth 17%', 'Anxious 12%', 'Dry eyes 9%', 'Dizzy 5%', 'Paranoid 5%']",super snow dog
Lions Gate,THC Dominant,,,,,,,,lions gate
Harlequin,Balanced THC/CBD,3–6% THC,7–10% CBD,"['Myrcene', 'Pinene', 'Caryophyllene']",0.2928,"['Relaxed 54%', 'Happy 44%', 'Uplifted 42%', 'Focused 37%', 'Energetic 27%']","['Pain 45%', 'Stress 38%', 'Anxiety 37%', 'Depression 25%', 'Inflammation 19%']","['Dry mouth 17%', 'Dry eyes 10%', 'Anxious 4%', 'Dizzy 3%', 'Headache 3%']",harlequin
Sour Power,THC Dominant,19–21% THC,< 1% CBD,,0.7294,"['Happy 72%', 'Uplifted 64%', 'Relaxed 62%', 'Talkative 54%', 'Euphoric 51%']","['Depression 32%', 'Stress 32%', 'Anxiety 32%', 'Fatigue 27%', 'Lack of appetite 24%']","['Dry eyes 21%', 'Dry mouth 18%', 'Anxious 5%', 'Dizzy 5%', 'Paranoid 5%']",sour power
Caramella,THC Dominant,,,,,,,,caramella
Gobbilygoo,THC Dominant,,,,,,,,gobbilygoo
Buddha’s Tooth,THC Dominant,,,,,,,,buddha’s tooth
Rene,THC Dominant,,,,0.4304,"['Happy 80%', 'Relaxed 70%', 'Uplifted 65%', 'Energetic 35%', 'Aroused 30%']","['Stress 50%', 'Depression 45%', 'Pain 40%', 'Anxiety 30%', 'ADD/ADHD 20%']","['Dry mouth 25%', 'Dry eyes 15%', 'Dizzy 5%', 'Headache 5%', 'Paranoid 5%']",rene
Zoom Pie,THC Dominant,,,,,,,,zoom pie
Sizzurp,THC Dominant,,,,,,,,sizzurp
Truth Serum,THC Dominant,,,,,,,,truth serum
Sour Kosher,THC Dominant,17–21% THC,< 1% CBD,"['Caryophyllene', 'Myrcene', 'Limonene']",,,,,sour kosher
Tangie Sunrise,THC Dominant,,,,,,,,tangie sunrise
Platinum GSC,THC Dominant,15–20% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Humulene']",-0.1925,"['Relaxed 69%', 'Happy 59%', 'Euphoric 53%', 'Uplifted 45%', 'Creative 31%']","['Stress 35%', 'Pain 31%', 'Depression 27%', 'Anxiety 25%', 'Headaches 17%']","['Dry mouth 24%', 'Dry eyes 11%', 'Anxious 4%', 'Dizzy 4%', 'Paranoid 3%']",platinum gsc
California Hash Plant,THC Dominant,,,,,,,,california hash plant
Sin Valley OG,THC Dominant,,,,-0.7262,"['Relaxed 77%', 'Happy 62%', 'Euphoric 54%', 'Hungry 34%', 'Creative 31%']","['Stress 40%', 'Insomnia 31%', 'Lack of appetite 28%', 'Pain 28%', 'Anxiety 25%']","['Dry mouth 20%', 'Dry eyes 17%', 'Anxious 5%', 'Dizzy 5%', 'Paranoid 5%']",sin valley og
Banana Kush,THC Dominant,17–20% THC,< 1% CBD,"['Limonene', 'Myrcene', 'Caryophyllene']",-0.1218,"['Relaxed 47%', 'Happy 46%', 'Euphoric 42%', 'Uplifted 36%', 'Creative 24%']","['Stress 33%', 'Anxiety 26%', 'Pain 24%', 'Depression 21%', 'Insomnia 17%']","['Dry mouth 29%', 'Dry eyes 18%', 'Dizzy 6%', 'Paranoid 5%', 'Headache 4%']",banana kush
Kosher Tangie,THC Dominant,16–21% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Pinene']",0.4849,"['Happy 55%', 'Euphoric 48%', 'Relaxed 47%', 'Uplifted 43%', 'Creative 34%']","['Stress 30%', 'Depression 26%', 'Pain 22%', 'Anxiety 21%', 'Insomnia 13%']","['Dry mouth 13%', 'Dry eyes 4%', 'Dizzy 2%', 'Headache 1%', 'Paranoid 1%']",kosher tangie
Colorado Clementines,THC Dominant,,,,,,,,colorado clementines
Grandma’s Sugar Cookies,THC Dominant,17–18% THC,< 1% CBD,,-0.5156,,,,grandma’s sugar cookies
Bootlegger,THC Dominant,,,,,,,,bootlegger
Apple Jack,THC Dominant,,,,0.5853,"['Happy 34%', 'Relaxed 31%', 'Uplifted 31%', 'Focused 25%', 'Energetic 21%']","['Depression 18%', 'Stress 18%', 'Pain 14%', 'Anxiety 14%', 'Fatigue 10%']","['Dry mouth 17%', 'Anxious 9%', 'Dry eyes 7%', 'Dizzy 6%', 'Paranoid 6%']",apple jack
Dr. Funk,THC Dominant,,,,-0.4567,,,,dr. funk
Blues,THC Dominant,,,,-0.6124,"['Happy 66%', 'Relaxed 62%', 'Sleepy 45%', 'Talkative 45%', 'Uplifted 41%']","['Pain 29%', 'Stress 29%', 'Anxiety 29%', 'Depression 25%', 'Headaches 20%']","['Dry mouth 45%', 'Dizzy 12%', 'Dry eyes 12%', 'Paranoid 12%', 'Headache 8%']",blues
True Face,THC Dominant,,,,,,,,true face
Martian Candy,THC Dominant,11–22% THC,< 1% CBD,,-0.5336,,,,martian candy
Powderhound,THC Dominant,,,,,,,,powderhound
Godzilla,THC Dominant,20–22% THC,< 1% CBD,,-0.5752,"['Euphoric 57%', 'Relaxed 57%', 'Happy 38%', 'Sleepy 30%', 'Hungry 26%']","['Pain 30%', 'Stress 26%', 'Inflammation 23%', 'Depression 19%', 'Insomnia 19%']","['Dry mouth 42%', 'Dry eyes 19%', 'Anxious 7%', 'Paranoid 3%']",godzilla
Sweet Baby Jane,THC Dominant,,,,,,,,sweet baby jane
OGiesel,,,,,0.8265,"['Happy 66%', 'Euphoric 55%', 'Uplifted 46%', 'Energetic 37%', 'Creative 33%']","['Anxiety 46%', 'Stress 44%', 'Depression 24%', 'Pain 22%', 'Insomnia 17%']","['Dry mouth 31%', 'Dry eyes 13%', 'Dizzy 6%', 'Headache 4%', 'Paranoid 4%']",ogiesel
Maui Wowie,THC Dominant,15–19% THC,< 1% CBD,"['Myrcene', 'Pinene', 'Caryophyllene']",0.9147,"['Happy 62%', 'Uplifted 55%', 'Euphoric 49%', 'Energetic 45%', 'Creative 38%']","['Stress 38%', 'Anxiety 29%', 'Depression 27%', 'Pain 21%', 'Fatigue 15%']","['Dry mouth 26%', 'Dry eyes 16%', 'Dizzy 5%', 'Paranoid 4%', 'Anxious 3%']",maui wowie
Sundae Driver,THC Dominant,19–23% THC,< 1% CBD,,-0.0249,"['Happy 40%', 'Relaxed 39%', 'Uplifted 29%', 'Euphoric 25%', 'Creative 16%']","['Pain 16%', 'Stress 15%', 'Depression 14%', 'Anxiety 9%', 'Arthritis 7%']","['Dry mouth 13%', 'Dry eyes 3%', 'Paranoid 3%', 'Anxious 1%', 'Dizzy 1%']",sundae driver
Ginger Ale,THC Dominant,,,,,,,,ginger ale
Plushberry,THC Dominant,14–18% THC,< 1% CBD,"['Pinene', 'Myrcene', 'Caryophyllene']",-0.7289,"['Relaxed 77%', 'Happy 51%', 'Euphoric 47%', 'Sleepy 35%', 'Uplifted 35%']","['Stress 33%', 'Pain 29%', 'Depression 27%', 'Anxiety 27%', 'Insomnia 19%']","['Dry mouth 21%', 'Dry eyes 12%', 'Anxious 2%', 'Headache 2%', 'Paranoid 2%']",plushberry
VOTS AZ Super Sour OG,THC Dominant,,,,,,,,vots az super sour og
Pinot Green,THC Dominant,,,,,,,,pinot green
LA Cake,THC Dominant,17–23% THC,< 1% CBD,,,,,,la cake
Yumboldt,,,,,-0.894,"['Relaxed 65%', 'Sleepy 55%', 'Happy 46%', 'Euphoric 42%', 'Uplifted 28%']","['Pain 49%', 'Stress 42%', 'Insomnia 36%', 'Anxiety 28%', 'Depression 25%']","['Dry mouth 23%', 'Dry eyes 19%', 'Dizzy 6%', 'Headache 4%', 'Paranoid 3%']",yumboldt
Thelonious Skunk,THC Dominant,,,,,,,,thelonious skunk
Irene OG,,,,,0.0677,"['Relaxed 79%', 'Happy 60%', 'Euphoric 52%', 'Creative 50%', 'Uplifted 50%']","['Depression 29%', 'Anxiety 29%', 'Stress 25%', 'ADD/ADHD 14%', 'PTSD 14%']","['Dry eyes 14%', 'Dry mouth 14%', 'Paranoid 2%']",irene og
Blue Buddha,THC Dominant,,,,,,,,blue buddha
Cronuts,THC Dominant,,,,,,,,cronuts
Goat Head,THC Dominant,,,,,,,,goat head
Petrolia Headstash,THC Dominant,,,,,,,,petrolia headstash
B-52,THC Dominant,,,,-0.588,"['Relaxed 73%', 'Euphoric 53%', 'Happy 53%', 'Sleepy 43%', 'Uplifted 33%']","['Stress 36%', 'Insomnia 26%', 'Depression 23%', 'Lack of appetite 20%', 'Pain 20%']","['Dry mouth 40%', 'Dry eyes 23%', 'Anxious 3%', 'Paranoid 3%']",b-52
