Name,Brand,Rating,Price,Join_name
Ghost Train Haze Value Popcorn,Arizona Organix,,,ghost train haze value popcorn
True Triangle #2,Mohave Cannabis Co,,,true triangle #2
GSC (Girl Scout Cookies),Elevate Cannabis Co.,,,gsc
Virgin OG,Liberty,,,virgin og
Do-Si-Dos,Phat Panda by Grow Op Farms,,,do-si-dos
Pineapple Muffins,Flow Kana,,,pineapple muffins
Hash Haze,Terrapin Care Station,3.9,,hash haze
Banana Pie,Decibel Farms,,,banana pie
Blue Mystic #5,HMS Health LLC,,,blue mystic #5
Golden Goat,Green Leaf Medical (gLeaf),,,golden goat
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
3C Farms Littles Sativa,3C Farms,,,3c farms littles sativa
Little Buds: Hawaiian Dream,Project M,,,little buds: hawaiian dream
Orange Cheddar,RedBud Roots,,,orange cheddar
Bubba Gum,Lotus Gold,5.0,,bubba gum
Duct Tape,LUVLI,,,duct tape
Mango,Cultivators Collection,,,mango
Gorilla Bomb #3,Sanctuary Medicinals,,,gorilla bomb #3
Locomotion,Abundant Organics,,,locomotion
Element 115 ,3C Farms,,,element 115
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Nebula,Royal Choice Farms,,,nebula
"   Floral Wife - 8.56% CBD, 2.46% Total Terpenes, Cinnamon, Floral, Orange, Indica, Rest, Greenhouse",The Botanical Joint,,21.0,"floral wife - 8.56% cbd, 2.46% total terpenes, cinnamon, floral, orange, indica, rest, greenhouse"
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Gold - Super Fruit ,Flow Kana,,,gold - super fruit
Dosi Doja,Arizona Organix,,,dosi doja
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Lemon Cake,AZ Nectar Farms,,,lemon cake
Snowball #2 (70/30 Indica) (Medical),Patriot Care,,,snowball #2
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
GSC (Girl Scout Cookies),Elevate Cannabis Co.,,,gsc
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Purple Punch,Fatbol Farms,,,purple punch
Night Terror OG,Flower Of Life Organic Cannabis,,,night terror og
Soul Assassin,Debbie's Dispensary,,,soul assassin
9lb Hammer,Williams Wonder Farms,,,9lb hammer
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Orange Sherbert Flower,Perma Cannabis,,,orange sherbert flower
501 OG,Coastal Sun Farm,,,501 og
Peanut Butter Cookies,Bloom Cannabis,,,peanut butter cookies
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Hawaiian Haze Hemp Flower,Industrial Hemp Farms - IHF LLC,,,hawaiian haze hemp flower
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Thin Mints,Cresco Cannabis,,,thin mints
Frosted Lime CBD Flower (19%),Safer CBD,,,frosted lime cbd flower
Orange Herijuana - Heal,rythm,3.7,,orange herijuana - heal
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Double Cream,Mayflower Medicinals,,,double cream
Original Glue (GG4),AUTREES NURSERY,,,original glue
Jesus OG ,Legends By Northwest Cannabis Solutions,5.0,,jesus og
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Skywalker Tangie,Arizona Organix,,,skywalker tangie
Peyote Critical (B),The Botanist,,,peyote critical
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Black Raspberry,Fig Farms,,,black raspberry
Sour Diesel Popcorn,Artizen Cannabis,,,sour diesel popcorn
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
MONARCH™ - Sherbert,Monarch,4.0,,monarch™ - sherbert
Mystery Machine ,Big Beard Farms,,,mystery machine
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Chem Dog D x Sundae Driver,Central Ave,,,chem dog d x sundae driver
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Wookie Fruit,Sublime Brands,,,wookie fruit
Trident,Dime Bag,,,trident
Uncle Doobie Dog (Top Shelf) (@in_out_of_the_garden),All Kind,,,uncle doobie dog
Platinum Shelf Banana,LivWell,,,platinum shelf banana
Chocolate Thai,Sunday Goods,,,chocolate thai
Fresh Squeezed OG,Bula Farms,5.0,,fresh squeezed og
Golden Goat,Ilera Healthcare,,,golden goat
Sunny D,Ataraxia,,,sunny d
Chemdawg ,Grassroots Cannabis,,,chemdawg
D95 #8,Patriot Care,,,d95 #8
Pineapple Tonic,CALIBUENO,,,pineapple tonic
Special Cookies,Flow Kana,,,special cookies
Fruit Punch Flower,Cloud 9 Farms,,,fruit punch flower
Northern Lights Haze,Arizona Organix,,,northern lights haze
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Flower - Venom OG (PC),Arizona Organix,,,flower - venom og
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Skunk,Legends By Northwest Cannabis Solutions,,,skunk
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
GG4 (f.k.a. Gorilla Glue #4),Outlaw Cannabis Company,,,gg4
Fruit Punch,Gardens of Weeden,,,fruit punch
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Baylien,Blue Roots Cannabis Co.,,,baylien
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Carnage,Arizona Organix,,,carnage
Strawberry Cough,Broken J 420 Artisanal Organic Cannabis Products,,,strawberry cough
Chocolope,Lotus Gold,,,chocolope
Jack O'Nesia ,Guest Strain,,,jack o'nesia
Jack x Cali,Firebrand Infusions,,,jack x cali
Frostitute,Red Dirt Sungrown,,,frostitute
Diamond Tier Apex,Abundant Organics,,,diamond tier apex
Obi Wan OG Kush,AZCS,,,obi wan og kush
Clementine,Cresco Cannabis,,,clementine
Pineapple Upside Down Cake,Bloom Cannabis,,,pineapple upside down cake
Star Dawg Popcorn,Cresco Cannabis,,,star dawg popcorn
Harleghost,Flower Of Life Organic Cannabis,,,harleghost
Oregon Sky,Grown Rogue,,,oregon sky
3rd Coast Panama Chunk,Bedford Grow,,,3rd coast panama chunk
Ghost Train Haze,Ataraxia,,,ghost train haze
Rain Maker,IVXX,,,rain maker
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
London Pound Cake,Flow Kana,4.0,,london pound cake
Mexican Kush,Nerdie Birdie,,,mexican kush
Black Triangle,SKöRD,,,black triangle
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Orange Cream,Korova,,,orange cream
Blowfish,Giving Tree Farms,5.0,,blowfish
Ninja Nectar,Forbidden Farms,,,ninja nectar
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
NaPali Pink,Maven Genetics,,,napali pink
High Garden,Harvest,,,high garden
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Citrus Pie,Royal Choice Farms,,,citrus pie
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Hash Haze,Terrapin Care Station,3.9,,hash haze
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Tiramisu,Boggy Boon,,,tiramisu
"Floral Wife - Untrimmed Flower - 8.56% CBD, 2.46% Total Terpenes, Cinnamon, Floral, Orange, Indica,",The Botanical Joint,,125.0,"floral wife - untrimmed flower - 8.56% cbd, 2.46% total terpenes, cinnamon, floral, orange, indica,"
Duplicitious OG,TopShelf,,,duplicitious og
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Road Dawg,Sunday Goods,,,road dawg
Angel's Wedding Cake,Seattle's Private Reserve - SPR,,,angel's wedding cake
Blackberry Cream Flower 2g,Top Shelf,,,blackberry cream flower 2g
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Key Lime Pie ,Applegate Valley Organics,,,key lime pie
ORANGE ZKITTLES BONG BUDDIES,Snickle Fritz by Grow Op Farms,,,orange zkittles bong buddies
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Purps Popcorn Nugs,Okanogan Gold,,,purps popcorn nugs
Pineapple Tonic,State Flower Cannabis,5.0,,pineapple tonic
Dosi Dub,Dank Czar,,,dosi dub
Banger Mac #2,High Life Farms,,,banger mac #2
Josh D OG,Sunday Goods,,,josh d og
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Asteroid OG (Med),UKU,,,asteroid og
Blueberry Clementine,Revolution Enterprises,5.0,,blueberry clementine
Purple Cadillac,Rogue Farmer,,,purple cadillac
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Juicy Alien,Forbidden Farms,,,juicy alien
Cake Crasher,Altitude the Dispensary,,,cake crasher
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
3 Kings,Leafwerx,,,3 kings
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Dark Plasma,Ayra,5.0,,dark plasma
Big Monkey Glue #4,Sundance Gardens,,,big monkey glue #4
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Grape Stomper,Redbird,,,grape stomper
Star Destroyer,Bedford Grow,,,star destroyer
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Gold Shelf Master Kush,LivWell,,,gold shelf master kush
Chaos Kush,Liberty,,,chaos kush
Hazelnut Cream,Royal Choice Farms,,,hazelnut cream
Tiger's Milk,Yerba Buena,,,tiger's milk
"SFV OG - By Merosity ""Sun Grown""",Merosity Distribution ™,,,"sfv og - by merosity ""sun grown"""
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
OG Brulee,SunMed Growers,,,og brulee
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Hash Haze,Terrapin Care Station,3.9,,hash haze
91 Mob #3,Sunday Goods,,,91 mob #3
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Hash Haze,Terrapin Care Station,3.9,,hash haze
Bubba Fire Alien,Harmony Farms,,,bubba fire alien
Zena's Poison CBD Flower,Medhemporium,,30.0,zena's poison cbd flower
Grand Master Chem,Royal Choice Farms,,,grand master chem
Granddaddy Purple,Dabstract,,,granddaddy purple
Buddha's Sister,Central Ave,,,buddha's sister
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Head Doctor #2,Arizona Organix,,,head doctor #2
Lost Cause,Culta,,,lost cause
Animal Blues Pre-Packed Chillum 0.3g,In Good Health,,,animal blues pre-packed chillum 0.3g
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Triple Chocolate Chip #1,Patriot Care,,,triple chocolate chip #1
Wedding Cake,Elyon Cannabis,,,wedding cake
Java Kush Marley Black Indica Flower,Marley Natural,,,java kush marley black indica flower
R1,OreKron (Oregon),,,r1
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Blackberry Bubba Kush ,Highland Provisions,,,blackberry bubba kush
Invite | MED,Veritas Farms,,,invite | med
Roze Popcorn,Tryke Companies,,,roze popcorn
King Louis OG,Otto's OG Farm,,,king louis og
Blue Dream,Aeriz,,,blue dream
Sourlope,Arizona Organix,,,sourlope
Jungle Jane Bong Buddies,Phat Panda by Grow Op Farms,,,jungle jane bong buddies
Platinum Phantom OG,Green Island Growers,4.0,,platinum phantom og
Hash Haze,Terrapin Care Station,3.9,,hash haze
Columbian Gold,Grassroots Cannabis,,,columbian gold
Super Lemon Haze,Bloom Cannabis,,,super lemon haze
Grape OG,Double Dutch Farms,4.7,,grape og
Sour Cheese,DTF - Downtown Flower,,12.0,sour cheese
Big Sur Hippie Weed,Kiona,5.0,,big sur hippie weed
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Dutchy Flower (DJ Short Blueberry),Dutchy,,,dutchy flower
Snowbud,Arizona Organix,,,snowbud
GG#4 (Med),ReUp Farms,,,gg#4
LA Cheese,Delta 9 Labs,,,la cheese
GG#4 (Rec),ReUp Farms,,,gg#4
OG Kush,Korova,,,og kush
Platinum Line Animal Cookies x Star Dawg,Phat Panda by Grow Op Farms,,,platinum line animal cookies x star dawg
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Kirkwood OG,Common Citizen,,,kirkwood og
Powdered Donuts,Pagoda,,,powdered donuts
Hash Haze,Terrapin Care Station,3.9,,hash haze
G-4,Arizona Organix,,,g-4
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Blackberry and Sky Master,Washington Bud Company,,,blackberry and sky master
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
T-1 CBD Hemp Flower,Plain Jane,,8.75,t-1 cbd hemp flower
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Hash Haze,Terrapin Care Station,3.9,,hash haze
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Highwayman,Bedford Grow,,,highwayman
Jolly Bean,Sanctuary Medicinals,,,jolly bean
Pennywise,SunMed Growers,,,pennywise
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Dog Patch,Liberty,,,dog patch
Tuna God,Lotus Gold,,,tuna god
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Akcademic Mini Buds,Driftboat,,,akcademic mini buds
Critical Kush ,Good Earth Cannabis,,,critical kush
Healthy Heart Hemp Flower,Industrial Hemp Farms - IHF LLC,,,healthy heart hemp flower
GMO Cookies,Boring Weed Co.,,,gmo cookies
Gelato Reserve Tier,Harvest,,,gelato reserve tier
Alien Cherry White Fire OG ,Hydro Empire,,12.0,alien cherry white fire og
Orange Ghost Flower,Cloud Cover Cannabis,5.0,,orange ghost flower
Sedona Kush Popcorn Nugs,Sunday Goods,,,sedona kush popcorn nugs
Sativa Strain,Gas'd Up DC,,,sativa strain
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Calico Kush,AZ Nectar Farms,,,calico kush
Rick's Pupil #10,Patriot Care,,,rick's pupil #10
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
White Urkle,Jet City Gardens,,,white urkle
Purple Monkey,Emerald Palace,,,purple monkey
New Glue,House of Cultivar,5.0,,new glue
Oregon Huckleberry,Headlight,,,oregon huckleberry
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Desert Lime Popcorn,Sunday Goods,,,desert lime popcorn
Mendo Breath,Talking Trees Farms,,,mendo breath
Truffle Shuffle,Sunday Goods,,,truffle shuffle
Headband Flower,Cannabis Nation Dispensaries,,,headband flower
Tahiti Lime Popcorn,Copperstate Farms,,,tahiti lime popcorn
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Platinum Valley,High Level Health,,,platinum valley
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
GSC (f.k.a. Girl Scout Cookies),Sacred Flower Farms,,,gsc
Alien OG Popcorn,Bloom Cannabis,,,alien og popcorn
GMO x Mint Chocolate Chip,SKöRD,,,gmo x mint chocolate chip
Pre Weighed Indica Ounce,LivWell,,,pre weighed indica ounce
Flo,Culta,,,flo
White Widow,Arizona Organix,,,white widow
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Brazilian Opal ,Northern Emeralds,,,brazilian opal
TKO,Yerba Buena,,,tko
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Chocolope (Sativa) (Medical),Patriot Care,,,chocolope
Gelato,Elyon Cannabis,,,gelato
Sativa Strain,Gas'd Up DC,,,sativa strain
Top Tier Abundant OG,Abundant Organics,,,top tier abundant og
Green Crush,Royal Choice Farms,,,green crush
Wifi OG,Dicot Farms,4.7,,wifi og
Lilac Diesel,Nature's,,,lilac diesel
$20 Pre packed - Sedona Kush,Guest Strain,,,$20 pre packed - sedona kush
Thin Mint Cookies,Gold Leaf Gardens,,,thin mint cookies
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Tahoe Dream,Millerville Farms,5.0,,tahoe dream
Green Beret ,Arizona Organix,,,green beret
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Donatello,Level 10 LLC,,,donatello
Miracle Whip,Cedar Creek Cannabis,,,miracle whip
Lemon Sugar Koosh Bong Buddies,Phat Panda by Grow Op Farms,,,lemon sugar koosh bong buddies
Sugar Cookie,Honeydew Farms,,,sugar cookie
Snow Bud,Arizona Organix,,,snow bud
Cactus Cooler Shake,Arizona Organix,,,cactus cooler shake
HOG,Howling Dog Farms,,,hog
Blackberry Kush Flower 2g,Top Shelf,,,blackberry kush flower 2g
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Tang Breath,Alibi,5.0,,tang breath
Romulan,Phat Panda by Grow Op Farms,5.0,,romulan
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
SFV-OG,CRU Cannabis,,,sfv-og
Cannabliss Explodius,Applegate Valley Organics,,,cannabliss explodius
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
East Coast Alien,Sublime Brands,,,east coast alien
Dutchy Flower (Romulan),Dutchy,,,dutchy flower
Tangie,Maven Genetics,,,tangie
Mr. Clean- Royal Choice Farms,Royal Choice Farms,,,mr. clean- royal choice farms
LA Wedding Pop,Cookies,,,la wedding pop
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Ewok Popcorn,Artizen Cannabis,,,ewok popcorn
Rainbow Sherbert,Eureka Cultivation,5.0,,rainbow sherbert
Pink Lemonade Marley Gold Flower,Marley Natural,,,pink lemonade marley gold flower
Lemon Meringue,Avitas,4.0,,lemon meringue
Grenadine,Cookies,,,grenadine
Hash Haze,Terrapin Care Station,3.9,,hash haze
King Louis XIII,Arizona Organix,,,king louis xiii
Doc's OG,Royal Choice Farms,,,doc's og
Gold Leaf,Flower Of Life Organic Cannabis,,,gold leaf
Rare Darkness ,UKU,,,rare darkness
Mendo Breath,House of Cultivar,,,mendo breath
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Sour Jack,MÜV Products,,,sour jack
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Sticky Gorilla # 4 ,Khush Kush,4.0,,sticky gorilla # 4
Star Cookies,RedBud Roots,,,star cookies
Blue Label,Sublime Brands,,,blue label
Snow Leopard,Culta,,,snow leopard
Original Glue,Forbidden Farms,,,original glue
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Iced Lemonade,Coastal Sun Farm,,,iced lemonade
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Alien OG,Caliva,,,alien og
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Little Buds: Blueberry Grapefruit,Project M,,,little buds: blueberry grapefruit
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Pineappple Upside Down Cake (1/8th/3.5g) + Kief (1g),Claybourne Co.,,,pineappple upside down cake  + kief
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Hash Haze,Terrapin Care Station,3.9,,hash haze
Schrom,Astoria Farms,,,schrom
Chemdawg ,Arizona Organix,,,chemdawg
LA Chocolat,Green Leaf Medical (gLeaf),,,la chocolat
Purple OG,Headlight,,,purple og
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Silver Mountain,Bonsai Cultivation,,,silver mountain
Cherry Punch,Sunday Goods,5.0,,cherry punch
Suver Haze Hemp Flower ,Industrial Hemp Farms - IHF LLC,,,suver haze hemp flower
Sour Power OG Popcorn Nugs,Sunday Goods,,,sour power og popcorn nugs
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Sweet Baby Jane Pre-Roll's 7-pack,Cresco Cannabis,,,sweet baby jane pre-roll's 7-pack
Premium Tier Valley OG,Harvest,,,premium tier valley og
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Big Smooth,Emerald Family Farms,,,big smooth
Frozen Grapes,High Level Health,,,frozen grapes
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Bubba Kush,Absolute Nature CBD,,,bubba kush
Premium Tier OG-18,Harvest,,,premium tier og-18
White Tahoe Cookies,Olympic Mountain Man Farm,,,white tahoe cookies
Orange Bubblegum,Good Chemistry,,,orange bubblegum
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Detroit Durban,Detroit Bud Company,,,detroit durban
Sunset Sherbet,High Winds Farm,,,sunset sherbet
Blackberry Kush,Equinox Gardens,,,blackberry kush
Blueberry ,Constellation Cannabis,5.0,,blueberry
Strawberry Cheesecake,House of Cultivar,,,strawberry cheesecake
Holy Grail,Patriot Care,,,holy grail
Uncle Purple - 17.9%,Evermore Cannabis Company,,,uncle purple - 17.9%
Golden Goat,Telluride Bud Company,,,golden goat
Purple Punch (MED),Cultivate,,,purple punch
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Tina Danza,Sunday Goods,,,tina danza
Titan Butterscotch Gold Label,Northern Emeralds,,,titan butterscotch gold label
Luckleberries #59,Revolution Enterprises,4.8,,luckleberries #59
Oh F#?K,Phat Panda by Grow Op Farms,,,oh f#?k
Apple Jack Flower ,Cliffside Cannabis,,,apple jack flower
Platinum Super Silver Cheese,Sol Flower,,,platinum super silver cheese
Wedding Cake,Arizona Natural Remedies,,,wedding cake
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Rare Darkness (Med),UKU,,,rare darkness
Original Glue (GG4),Phat Panda by Grow Op Farms,,,original glue
W-13 (UGD Premium) ,Urban Greenhouse,,,w-13
Bear Dance,Silverpeak,,,bear dance
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Reno and Back,14er,,,reno and back
Serpentine,Flow Kana,,,serpentine
Snowdog,Berkshire Roots,,,snowdog
Yonder #9,Sunday Goods,,,yonder #9
Rocket Fuel Popcorn,Cresco Cannabis,,,rocket fuel popcorn
Miracle Alien Cookies ( MAC )#2 Shake,HMS Health LLC,,,miracle alien cookies #2 shake
Kosher Kush,Arizona Organix,,,kosher kush
White Tahoe Cookies,Emerald Family Farms,,,white tahoe cookies
Alchemy ,SunMed Growers,,,alchemy
Cheese and Chong,Nature's Grace and Wellness,4.7,,cheese and chong
LA Kush,High Level Health,,,la kush
Gold leaf Tropicana Punch 7g ,Gold Leaf Gardens,,,gold leaf tropicana punch 7g
Cookies,Gabriel,5.0,,cookies
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Blue Frost Popcorn,Bloom Cannabis,,,blue frost popcorn
South Beach Sorbet - Energize ,rythm,,,south beach sorbet - energize
Boax Hemp flower,Charmed Hemp,,20.0,boax hemp flower
501st OG Popcorn,Copperstate Farms,,,501st og popcorn
Sunset Sherbet,Elyon Cannabis,,,sunset sherbet
OG Cookies,Black Label Cannabis,,,og cookies
OG KB,Bloom Cannabis,,,og kb
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Kubanskiy Ubiyza,Liberty,,,kubanskiy ubiyza
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Green Crack,Green Haven,5.0,,green crack
Capital G #1 Platinum Line,LivWell,,,capital g #1 platinum line
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Wedding Cake,Lotus Gold,,,wedding cake
Animal Cookies,Sauce Boss,,,animal cookies
Golden Lemon,Sky Cannabis,,,golden lemon
White Chem,MÜV Products,,,white chem
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
SFV OG,Bloom Cannabis,,,sfv og
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
G6 (Jet Fuel),GOLDLEAF,5.0,,g6
Pennywise,Strane,,,pennywise
Aliens & Cream,Green Source Gardens,,,aliens & cream
Sweet Hemp Flower,Industrial Hemp Farms - IHF LLC,,,sweet hemp flower
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Watermelon Zkittles ,Bloom Cannabis,,,watermelon zkittles
Jack Herer,verano,,,jack herer
Orange Harambe #6 ,Sira Naturals,,,orange harambe #6
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Star 91 (Medical),Patriot Care,,,star 91
Ice Cream Cake,Harvest,,,ice cream cake
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Chernobyl #4,Green Acres Pharm,,,chernobyl #4
Locomotion,Ilera Healthcare,5.0,,locomotion
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
